HandLandmark.WRIST.x,HandLandmark.WRIST.y,HandLandmark.WRIST.z,HandLandmark.THUMB_CMC.x,HandLandmark.THUMB_CMC.y,HandLandmark.THUMB_CMC.z,HandLandmark.THUMB_MCP.x,HandLandmark.THUMB_MCP.y,HandLandmark.THUMB_MCP.z,HandLandmark.THUMB_IP.x,HandLandmark.THUMB_IP.y,HandLandmark.THUMB_IP.z,HandLandmark.THUMB_TIP.x,HandLandmark.THUMB_TIP.y,HandLandmark.THUMB_TIP.z,HandLandmark.INDEX_FINGER_MCP.x,HandLandmark.INDEX_FINGER_MCP.y,HandLandmark.INDEX_FINGER_MCP.z,HandLandmark.INDEX_FINGER_PIP.x,HandLandmark.INDEX_FINGER_PIP.y,HandLandmark.INDEX_FINGER_PIP.z,HandLandmark.INDEX_FINGER_DIP.x,HandLandmark.INDEX_FINGER_DIP.y,HandLandmark.INDEX_FINGER_DIP.z,HandLandmark.INDEX_FINGER_TIP.x,HandLandmark.INDEX_FINGER_TIP.y,HandLandmark.INDEX_FINGER_TIP.z,HandLandmark.MIDDLE_FINGER_MCP.x,HandLandmark.MIDDLE_FINGER_MCP.y,HandLandmark.MIDDLE_FINGER_MCP.z,HandLandmark.MIDDLE_FINGER_PIP.x,HandLandmark.MIDDLE_FINGER_PIP.y,HandLandmark.MIDDLE_FINGER_PIP.z,HandLandmark.MIDDLE_FINGER_DIP.x,HandLandmark.MIDDLE_FINGER_DIP.y,HandLandmark.MIDDLE_FINGER_DIP.z,HandLandmark.MIDDLE_FINGER_TIP.x,HandLandmark.MIDDLE_FINGER_TIP.y,HandLandmark.MIDDLE_FINGER_TIP.z,HandLandmark.RING_FINGER_MCP.x,HandLandmark.RING_FINGER_MCP.y,HandLandmark.RING_FINGER_MCP.z,HandLandmark.RING_FINGER_PIP.x,HandLandmark.RING_FINGER_PIP.y,HandLandmark.RING_FINGER_PIP.z,HandLandmark.RING_FINGER_DIP.x,HandLandmark.RING_FINGER_DIP.y,HandLandmark.RING_FINGER_DIP.z,HandLandmark.RING_FINGER_TIP.x,HandLandmark.RING_FINGER_TIP.y,HandLandmark.RING_FINGER_TIP.z,HandLandmark.PINKY_MCP.x,HandLandmark.PINKY_MCP.y,HandLandmark.PINKY_MCP.z,HandLandmark.PINKY_PIP.x,HandLandmark.PINKY_PIP.y,HandLandmark.PINKY_PIP.z,HandLandmark.PINKY_DIP.x,HandLandmark.PINKY_DIP.y,HandLandmark.PINKY_DIP.z,HandLandmark.PINKY_TIP.x,HandLandmark.PINKY_TIP.y,HandLandmark.PINKY_TIP.z,label
0.25609898567199707,0.4207651913166046,4.425528823048808e-05,0.29635047912597656,0.4422852694988251,-0.06437269598245621,0.34861093759536743,0.439392626285553,-0.08605300635099411,0.3933563530445099,0.4351983368396759,-0.10444948077201843,0.42649051547050476,0.43375393748283386,-0.12281552702188492,0.3485945463180542,0.34112489223480225,-0.046428702771663666,0.38143211603164673,0.2732914090156555,-0.07380902767181396,0.40063604712486267,0.23381096124649048,-0.0941866934299469,0.42109984159469604,0.20216254889965057,-0.10735523700714111,0.32372817397117615,0.3217519223690033,-0.021303948014974594,0.307247519493103,0.280559241771698,-0.06676005572080612,0.2822142243385315,0.33042827248573303,-0.08970287442207336,0.27668118476867676,0.37058213353157043,-0.0894937738776207,0.29809704422950745,0.308987021446228,-0.005777792539447546,0.2814783453941345,0.2741839587688446,-0.05391208827495575,0.2617424726486206,0.3201126456260681,-0.07487465441226959,0.26076483726501465,0.3599470555782318,-0.07464928925037384,0.27482473850250244,0.30391398072242737,0.00895963329821825,0.27600300312042236,0.2585563659667969,-0.02056925743818283,0.2659430205821991,0.24391543865203857,-0.03565610572695732,0.26717299222946167,0.23376968502998352,-0.041835155338048935,Love
0.2401340901851654,0.422150582075119,1.74917840922717e-05,0.2851766347885132,0.44690048694610596,-0.062033262103796005,0.33952486515045166,0.4434894025325775,-0.08140010386705399,0.38408735394477844,0.4397992789745331,-0.09487284719944,0.4185996949672699,0.4421283006668091,-0.10727740079164505,0.3375970125198364,0.3435497581958771,-0.049163538962602615,0.3714098632335663,0.2727257013320923,-0.07992274314165115,0.3931068480014801,0.22959394752979279,-0.10654696822166443,0.41554659605026245,0.19319209456443787,-0.12363962829113007,0.3104398250579834,0.3208138048648834,-0.02509826235473156,0.3006178140640259,0.2818410396575928,-0.07579058408737183,0.2750796973705292,0.33233198523521423,-0.09416624158620834,0.2669435441493988,0.3731159567832947,-0.08894433081150055,0.28280237317085266,0.3070131540298462,-0.011292079463601112,0.2734503746032715,0.27584999799728394,-0.06340336054563522,0.25255411863327026,0.32317790389060974,-0.08007245510816574,0.24919602274894714,0.3636462390422821,-0.07614180445671082,0.25814422965049744,0.3021278381347656,0.0008628080831840634,0.2646614909172058,0.25526443123817444,-0.027907872572541237,0.2585783302783966,0.2321530282497406,-0.042629532516002655,0.26232314109802246,0.21454595029354095,-0.05056479945778847,Love
0.22944900393486023,0.4320206940174103,1.8012824511970393e-05,0.27536284923553467,0.45419949293136597,-0.06154385581612587,0.3353998363018036,0.4388342797756195,-0.07757708430290222,0.38262122869491577,0.4359985291957855,-0.08948511630296707,0.41452890634536743,0.4392434060573578,-0.09818562865257263,0.33255454897880554,0.3443678617477417,-0.037865135818719864,0.36716651916503906,0.2738058269023895,-0.07085204869508743,0.3898146450519562,0.22945167124271393,-0.09505382180213928,0.41314539313316345,0.19155719876289368,-0.11317603290081024,0.30070433020591736,0.3248075544834137,-0.019202299416065216,0.29936206340789795,0.27876535058021545,-0.07952988147735596,0.27414369583129883,0.3347227871417999,-0.0931071937084198,0.2632356882095337,0.3824077546596527,-0.07987112551927567,0.26798099279403687,0.314138799905777,-0.01371557917445898,0.26643145084381104,0.2752261459827423,-0.07119348645210266,0.24705390632152557,0.3276990056037903,-0.08428855985403061,0.24270588159561157,0.3741953670978546,-0.07577808201313019,0.2369726598262787,0.31016984581947327,-0.010478218086063862,0.2427457869052887,0.2578354477882385,-0.04427269473671913,0.23749583959579468,0.21738301217556,-0.06826961785554886,0.24328932166099548,0.17770332098007202,-0.08464805781841278,Love
0.21453337371349335,0.43616193532943726,-5.734147634939291e-06,0.26278653740882874,0.46517589688301086,-0.06811167299747467,0.3294317126274109,0.4468783736228943,-0.08249039947986603,0.38077932596206665,0.4431558847427368,-0.09067918360233307,0.41802966594696045,0.4476132094860077,-0.09661128371953964,0.3250516951084137,0.33841297030448914,-0.04447681084275246,0.36072874069213867,0.26581117510795593,-0.08029275387525558,0.3832815885543823,0.21659156680107117,-0.10533697158098221,0.40524935722351074,0.17428171634674072,-0.12215179204940796,0.28941595554351807,0.31748709082603455,-0.022716132923960686,0.2923477292060852,0.27099621295928955,-0.09047411382198334,0.26885220408439636,0.33407849073410034,-0.10593127459287643,0.2593555748462677,0.3848784863948822,-0.09427431970834732,0.25326839089393616,0.306008905172348,-0.015670204535126686,0.25267401337623596,0.26968321204185486,-0.08233064413070679,0.23596316576004028,0.33216533064842224,-0.10122089087963104,0.23391512036323547,0.38574475049972534,-0.09504415839910507,0.2181946039199829,0.30236077308654785,-0.01060702744871378,0.2235463261604309,0.24958625435829163,-0.04952423274517059,0.2178373634815216,0.20654475688934326,-0.07750386744737625,0.22414244711399078,0.1631755828857422,-0.09682928025722504,Love
0.20855270326137543,0.45373767614364624,2.8270787879591808e-05,0.26053211092948914,0.476875901222229,-0.07172364741563797,0.3304418921470642,0.44989529252052307,-0.08663351088762283,0.38520243763923645,0.4430220127105713,-0.0958956778049469,0.4261360764503479,0.44712090492248535,-0.10128573328256607,0.32188406586647034,0.33384454250335693,-0.044473081827163696,0.35717371106147766,0.24980181455612183,-0.08737627416849136,0.38073962926864624,0.19280840456485748,-0.11634237319231033,0.40428364276885986,0.1443987488746643,-0.13364838063716888,0.28125759959220886,0.31334230303764343,-0.023203913122415543,0.28197136521339417,0.25936558842658997,-0.10086758434772491,0.2609432637691498,0.33054277300834656,-0.1199084147810936,0.2543691396713257,0.38646939396858215,-0.10775487869977951,0.2403014600276947,0.3042869567871094,-0.017106913030147552,0.23723623156547546,0.2641006410121918,-0.09560639411211014,0.2237238883972168,0.3358921706676483,-0.11908749490976334,0.22517019510269165,0.39466723799705505,-0.11172047257423401,0.20257431268692017,0.3050442934036255,-0.012662841938436031,0.20389524102210999,0.24895840883255005,-0.05714312568306923,0.19740203022956848,0.20596943795681,-0.08607878535985947,0.2035066783428192,0.1619744747877121,-0.1035643070936203,Love
0.20059797167778015,0.4741377830505371,-5.651908213621937e-05,0.260698527097702,0.4874984622001648,-0.06107101961970329,0.3305511474609375,0.4568990468978882,-0.07299789041280746,0.388279527425766,0.44498583674430847,-0.08169934898614883,0.43424466252326965,0.4498041570186615,-0.08615097403526306,0.3213985860347748,0.33740532398223877,-0.02364503964781761,0.3612735867500305,0.2475716471672058,-0.0682656392455101,0.3852074146270752,0.18964651226997375,-0.10065753757953644,0.40628817677497864,0.14069275557994843,-0.12033165246248245,0.2808827757835388,0.3193454444408417,-0.010454297997057438,0.28777098655700684,0.2621384859085083,-0.09834761917591095,0.26854366064071655,0.3311488926410675,-0.12210314720869064,0.26169633865356445,0.38558492064476013,-0.11149600148200989,0.23926100134849548,0.31185635924339294,-0.012442303821444511,0.23973071575164795,0.2693546414375305,-0.09899936616420746,0.2270512729883194,0.3444710075855255,-0.12294831871986389,0.22833412885665894,0.40140268206596375,-0.1135350689291954,0.19915756583213806,0.311562716960907,-0.01697990484535694,0.1992008090019226,0.2449813187122345,-0.06463353335857391,0.19201263785362244,0.19410277903079987,-0.09188611805438995,0.1970081329345703,0.13734237849712372,-0.10640975832939148,Love
0.20039808750152588,0.48149144649505615,-0.00011642966273939237,0.2602752447128296,0.4927290976047516,-0.07084894925355911,0.33643344044685364,0.4521940350532532,-0.08533911406993866,0.39889034628868103,0.4368598163127899,-0.09422425180673599,0.4495782256126404,0.44156888127326965,-0.09983185678720474,0.32673853635787964,0.3261832892894745,-0.032800089567899704,0.36011460423469543,0.23298630118370056,-0.08648333698511124,0.38347476720809937,0.17159953713417053,-0.12234579771757126,0.4068448841571808,0.11828802525997162,-0.1403951644897461,0.2817283868789673,0.3057451546192169,-0.01624457910656929,0.28414681553840637,0.23963576555252075,-0.11563053727149963,0.2656528651714325,0.3180144429206848,-0.14750127494335175,0.259732723236084,0.37982964515686035,-0.13850867748260498,0.23573604226112366,0.2992742657661438,-0.016576386988162994,0.23201751708984375,0.25187864899635315,-0.11244534701108932,0.2234596312046051,0.3394903838634491,-0.1407732516527176,0.22804298996925354,0.4091726541519165,-0.12997157871723175,0.19048304855823517,0.30187898874282837,-0.01975991018116474,0.19082710146903992,0.2294372022151947,-0.07159765064716339,0.18413421511650085,0.17151489853858948,-0.1061491072177887,0.1877286434173584,0.10840016603469849,-0.122035913169384,Love
0.3078140318393707,0.923486590385437,2.320778776265797e-06,0.2806748151779175,0.9071917533874512,-0.014169569127261639,0.24065054953098297,0.876891553401947,-0.033727020025253296,0.20461490750312805,0.8546461462974548,-0.042542655020952225,0.17892864346504211,0.8439938426017761,-0.047979407012462616,0.26236316561698914,0.8403548002243042,-0.11581423878669739,0.21174339950084686,0.8005832433700562,-0.10440995544195175,0.20635943114757538,0.8172060251235962,-0.06443706899881363,0.2118312567472458,0.8297767639160156,-0.0366114117205143,0.26962602138519287,0.8400799036026001,-0.10588285326957703,0.21511803567409515,0.8015886545181274,-0.10035482048988342,0.21174612641334534,0.8230178952217102,-0.06218414753675461,0.2210775762796402,0.8359910845756531,-0.044925808906555176,0.27396339178085327,0.8469773530960083,-0.08790840953588486,0.22371810674667358,0.8140855431556702,-0.07662111520767212,0.2212313413619995,0.8346365690231323,-0.046858806163072586,0.22897961735725403,0.8474956154823303,-0.034796398133039474,0.2763671576976776,0.8575676679611206,-0.07039722055196762,0.23671068251132965,0.8366385102272034,-0.06461022794246674,0.2278229296207428,0.8472356200218201,-0.05677289515733719,0.22645226120948792,0.8512085676193237,-0.058032117784023285,Love
0.20060399174690247,0.4893295168876648,-0.00013669409963767976,0.266676664352417,0.4941667318344116,-0.06771352887153625,0.3473316431045532,0.4451714754104614,-0.08032123744487762,0.41281017661094666,0.4271535277366638,-0.08823193609714508,0.46622782945632935,0.434922993183136,-0.09527276456356049,0.33144041895866394,0.3106633424758911,-0.026974104344844818,0.3654496669769287,0.2116692066192627,-0.0779586210846901,0.3884744346141815,0.14331546425819397,-0.11308102309703827,0.40897995233535767,0.08525717258453369,-0.13030433654785156,0.2840685546398163,0.2903335690498352,-0.013062747195363045,0.2886177897453308,0.2221030592918396,-0.1157652884721756,0.27125802636146545,0.30900001525878906,-0.14705072343349457,0.26315030455589294,0.37797659635543823,-0.13460290431976318,0.2350696623325348,0.2854360342025757,-0.016353722661733627,0.23389160633087158,0.23339881002902985,-0.11866529285907745,0.2268529087305069,0.32926782965660095,-0.14613592624664307,0.22902905941009521,0.40592461824417114,-0.13078609108924866,0.18537816405296326,0.2909534275531769,-0.022804712876677513,0.1860504448413849,0.20987361669540405,-0.08044414222240448,0.18144600093364716,0.14529721438884735,-0.11734983325004578,0.1840018630027771,0.07517322897911072,-0.1316230148077011,Love
0.20163321495056152,0.48647838830947876,-2.037840931734536e-05,0.27062052488327026,0.49199122190475464,-0.0743633434176445,0.3546755015850067,0.43628549575805664,-0.08783715963363647,0.4240187108516693,0.4147564172744751,-0.09634121507406235,0.4816440939903259,0.4220739006996155,-0.1042880117893219,0.33915257453918457,0.28706344962120056,-0.03923232480883598,0.3735772967338562,0.17977376282215118,-0.10170047730207443,0.40147513151168823,0.10410292446613312,-0.14191029965877533,0.42633509635925293,0.037780940532684326,-0.16614483296871185,0.2881711721420288,0.26375526189804077,-0.024456245824694633,0.29212427139282227,0.19225555658340454,-0.13846376538276672,0.2754858732223511,0.2896652817726135,-0.17385298013687134,0.2651479244232178,0.37033915519714355,-0.16271977126598358,0.23459678888320923,0.2611507177352905,-0.027299515902996063,0.2332315891981125,0.2098744660615921,-0.14184924960136414,0.22686894237995148,0.3156372010707855,-0.17097848653793335,0.2281041145324707,0.3974531888961792,-0.15432865917682648,0.1811319887638092,0.27208974957466125,-0.03258028253912926,0.1788870096206665,0.1889621913433075,-0.09752330929040909,0.17259150743484497,0.1308625489473343,-0.13572810590267181,0.17295575141906738,0.06283989548683167,-0.1491769403219223,Love
